@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2}
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric

@data
111,'2016/09/18 14:56:24:299',2,4.671516,1.025533,0.173146,0.248916,0.170108,0.2049,0.20508,0.25775,0.212421,0.180051,0.187664,0.200056,0.143098,0.126658,885.473938,2,?,?,?
112,'2016/09/18 14:56:24:368',2,7.106446,1.041672,0.137704,0.187473,0.124092,0.197176,0.191178,0.280132,0.221712,0.195195,0.171636,0.171438,0.124635,0.119703,897.474243,2,?,?,?
113,'2016/09/18 14:56:24:449',2,9.515119,1.049233,0.114391,0.141922,0.09329,0.21433,0.188659,0.307065,0.239263,0.214469,0.159497,0.15069,0.104095,0.115521,909.773193,2,?,?,?
114,'2016/09/18 14:56:24:531',2,11.335687,1.061676,0.084287,0.103485,0.065396,0.219317,0.177795,0.327685,0.253812,0.232092,0.146573,0.128465,0.088507,0.112019,923.466309,2,?,?,?
115,'2016/09/18 14:56:24:612',2,13.108897,1.068502,0.049284,0.05534,0.032997,0.22775,0.16953,0.360742,0.262449,0.245648,0.138103,0.114477,0.079634,0.110602,938.882629,2,?,?,?
116,'2016/09/18 14:56:24:693',2,15.826072,1.063624,0.013079,0.011826,0.003079,0.250989,0.165229,0.391329,0.2782,0.255697,0.122514,0.093506,0.068749,0.115792,956.398315,2,?,?,?
117,'2016/09/18 14:56:24:774',2,17.952053,1.08134,-0.035725,-0.034753,-0.028203,0.264825,0.164811,0.421371,0.287675,0.257202,0.102016,0.065795,0.063653,0.116048,975.667847,2,?,?,?
118,'2016/09/18 14:56:24:856',2,20.388166,1.077401,-0.079975,-0.088715,-0.061403,0.272852,0.161965,0.447525,0.291097,0.266628,0.079389,0.044888,0.061203,0.128988,998.938416,2,?,?,?
119,'2016/09/18 14:56:24:937',2,23.054276,1.082657,-0.130817,-0.13574,-0.096783,0.276537,0.16079,0.48156,0.291852,0.276094,0.058724,0.021422,0.054127,0.140986,1023.537109,2,?,?,?
120,'2016/09/18 14:56:25:018',2,24.524529,1.074309,-0.150621,-0.143766,-0.087058,0.305732,0.166832,0.496266,0.265595,0.26395,0.035762,0.021876,0.081191,0.173565,1039.765625,2,?,?,?
121,'2016/09/18 14:56:25:088',2,24.537212,1.072777,-0.164686,-0.141721,-0.079019,0.306012,0.175729,0.504265,0.264007,0.257478,0.030073,0.027831,0.102089,0.198552,1052.111084,2,?,?,?
122,'2016/09/18 14:56:25:169',2,24.679995,1.06456,-0.167159,-0.137875,-0.067335,0.319326,0.185274,0.504812,0.250615,0.24628,0.021935,0.032312,0.131576,0.229483,1065.682617,2,?,?,?
123,'2016/09/18 14:56:25:251',2,24.569019,1.078068,-0.174125,-0.141934,-0.064666,0.314731,0.180309,0.498728,0.232745,0.228633,0.009196,0.024451,0.152382,0.246131,1078.224243,2,?,?,?
124,'2016/09/18 14:56:25:331',2,25.101149,1.079169,-0.187336,-0.149667,-0.058721,0.313389,0.192527,0.490959,0.217087,0.217065,0.000307,0.022026,0.164865,0.266524,1089.396118,2,?,?,?
125,'2016/09/18 14:56:25:413',2,25.609198,1.088356,-0.202473,-0.149069,-0.054715,0.310391,0.197215,0.481227,0.213626,0.204131,-0.011145,0.024106,0.18238,0.286198,1099.269775,2,?,?,?
126,'2016/09/18 14:56:25:494',2,25.407602,1.101815,-0.206788,-0.152848,-0.051212,0.309892,0.202552,0.474368,0.196622,0.195626,-0.016662,0.027447,0.200264,0.297998,1106.662231,2,?,?,?
127,'2016/09/18 14:56:25:575',2,25.920147,1.108909,-0.218622,-0.153923,-0.042627,0.310901,0.20642,0.467437,0.188818,0.190386,-0.016674,0.027087,0.204281,0.311872,1112.63208,2,?,?,?
128,'2016/09/18 14:56:25:657',2,25.950369,1.129119,-0.214443,-0.148234,-0.042343,0.309917,0.217827,0.473581,0.1873,0.178447,-0.007409,0.032311,0.207273,0.313485,1114.939087,2,?,?,?
129,'2016/09/18 14:56:25:739',2,26.181828,1.136591,-0.215712,-0.150749,-0.037867,0.318265,0.220455,0.47211,0.194336,0.175065,-0.004123,0.025932,0.208437,0.310725,1114.817627,2,?,?,?
130,'2016/09/18 14:56:25:820',2,26.046135,1.131522,-0.227372,-0.15473,-0.034858,0.32602,0.213755,0.460832,0.199922,0.169335,-0.002808,0.019071,0.205957,0.303014,1115.521362,2,?,?,?
131,'2016/09/18 14:56:25:889',2,25.968843,1.131051,-0.238105,-0.152807,-0.023415,0.333789,0.223679,0.454918,0.19482,0.165904,-0.010698,0.010773,0.206735,0.308954,1116.982666,2,?,?,?
132,'2016/09/18 14:56:25:970',2,26.102829,1.133628,-0.249713,-0.156596,-0.021913,0.33403,0.230476,0.460219,0.21056,0.167967,-0.005756,0.012106,0.194074,0.308049,1115.844971,2,?,?,?
133,'2016/09/18 14:56:26:052',2,26.476566,1.134756,-0.25379,-0.165065,-0.024226,0.336358,0.245266,0.458015,0.219141,0.174595,-0.000312,0.01671,0.188294,0.316311,1115.542725,2,?,?,?
134,'2016/09/18 14:56:26:133',2,26.482651,1.12772,-0.255268,-0.165923,-0.028853,0.344947,0.248118,0.464043,0.221037,0.172435,0.002429,0.015863,0.18582,0.315378,1116.055298,2,?,?,?
135,'2016/09/18 14:56:26:214',2,26.854704,1.117133,-0.256144,-0.163315,-0.022245,0.351777,0.256687,0.469964,0.227177,0.176209,0.003512,0.007154,0.181045,0.3155,1116.244751,2,?,?,?
136,'2016/09/18 14:56:26:296',2,27.023991,1.11192,-0.262912,-0.156331,-0.017381,0.35622,0.272408,0.4744,0.234516,0.178809,0.003461,-0.001368,0.170104,0.313348,1116.696045,2,?,?,?
137,'2016/09/18 14:56:26:377',2,27.03985,1.113229,-0.244034,-0.154322,-0.024069,0.356128,0.280707,0.474531,0.24046,0.182076,0.003665,-0.002633,0.169955,0.311232,1117.030029,2,?,?,?
138,'2016/09/18 14:56:26:458',2,27.303587,1.103608,-0.258427,-0.150376,-0.014908,0.365361,0.291007,0.477793,0.253114,0.195114,-0.006908,-0.01466,0.167575,0.316179,1117.365479,2,?,?,?
139,'2016/09/18 14:56:26:539',2,26.884033,1.097786,-0.249278,-0.150333,-0.022621,0.36408,0.295689,0.471004,0.253199,0.193396,-0.006762,-0.007958,0.176169,0.330287,1119.327148,2,?,?,?
140,'2016/09/18 14:56:26:609',2,26.697845,1.092352,-0.241489,-0.15009,-0.026828,0.360206,0.306899,0.475729,0.251532,0.191048,-0.009759,-0.015832,0.171345,0.338398,1120.001831,2,?,?,?
141,'2016/09/18 14:56:26:690',2,26.704388,1.088746,-0.228575,-0.144575,-0.034869,0.354882,0.309932,0.474573,0.255328,0.188633,-0.012161,-0.017421,0.16587,0.338404,1120.716553,2,?,?,?
142,'2016/09/18 14:56:26:771',2,26.444565,1.097102,-0.213562,-0.139157,-0.045959,0.341222,0.308559,0.469289,0.24529,0.183818,-0.016551,-0.019352,0.172481,0.338628,1121.943726,2,?,?,?
143,'2016/09/18 14:56:26:853',2,26.069889,1.094421,-0.204502,-0.12569,-0.046021,0.340067,0.310939,0.480719,0.247734,0.17715,-0.023515,-0.018975,0.1757,0.338032,1123.088867,2,?,?,?
144,'2016/09/18 14:56:26:934',2,25.941439,1.10507,-0.189546,-0.116459,-0.041746,0.333331,0.312425,0.492605,0.252898,0.175195,-0.023223,-0.018122,0.178253,0.338284,1124.055054,2,?,?,?
145,'2016/09/18 14:56:27:015',2,24.948902,1.115482,-0.168862,-0.106548,-0.04531,0.32328,0.320805,0.486565,0.248912,0.16226,-0.02758,-0.019011,0.17179,0.334536,1125.208374,2,?,?,?
146,'2016/09/18 14:56:28:130',2,2.999798,0.930304,0.115254,0.317337,0.271496,0.277498,0.219354,0.197513,0.16536,0.16999,0.196012,0.201553,0.163838,0.151201,1214.645874,2,?,?,?
147,'2016/09/18 14:56:28:211',2,5.177059,0.885605,0.067289,0.303793,0.29381,0.315361,0.211682,0.178742,0.151214,0.189942,0.218112,0.202794,0.14372,0.130183,1302.956055,2,?,?,?
148,'2016/09/18 14:56:28:292',2,7.295697,0.84204,0.018119,0.29902,0.317622,0.352243,0.199953,0.166608,0.142631,0.215482,0.238342,0.204937,0.121899,0.124165,1397.843262,2,?,?,?
149,'2016/09/18 14:56:28:373',2,9.560548,0.797259,-0.04715,0.280134,0.334861,0.382499,0.183967,0.153798,0.135639,0.241944,0.253456,0.203974,0.098708,0.121057,1496.704102,2,?,?,?
150,'2016/09/18 14:56:28:455',2,11.791025,0.763017,-0.097533,0.260028,0.36177,0.4151,0.164281,0.14184,0.123562,0.268215,0.265036,0.197992,0.083707,0.130418,1597.11792,2,?,?,?
151,'2016/09/18 14:56:28:536',2,13.893829,0.732544,-0.143877,0.258517,0.391286,0.461197,0.151278,0.139831,0.112724,0.294986,0.281778,0.188181,0.069999,0.142405,1700.678345,2,?,?,?
152,'2016/09/18 14:56:28:617',2,16.022516,0.7038,-0.185068,0.247201,0.419411,0.493958,0.129219,0.131965,0.105079,0.319642,0.300732,0.176235,0.048914,0.152931,1805.261475,2,?,?,?
153,'2016/09/18 14:56:28:699',2,18.013004,0.681005,-0.22884,0.233947,0.439431,0.52158,0.107057,0.113527,0.097721,0.335777,0.31496,0.16237,0.029739,0.164454,1913.021484,2,?,?,?
154,'2016/09/18 14:56:28:768',2,20.653509,0.672938,-0.257515,0.229746,0.473614,0.559604,0.094202,0.104236,0.106181,0.365139,0.334499,0.142839,0.012701,0.179705,2022.438477,2,?,?,?
155,'2016/09/18 14:56:28:850',2,23.189871,0.645372,-0.282589,0.231345,0.488942,0.578526,0.082254,0.098078,0.115099,0.399404,0.344602,0.13315,0.017375,0.211785,2130.817627,2,?,?,?
156,'2016/09/18 14:56:28:931',2,24.040016,0.653155,-0.265702,0.247732,0.498984,0.589543,0.079387,0.098723,0.134848,0.420581,0.334377,0.116274,0.01242,0.236578,2152.744385,2,?,?,?
157,'2016/09/18 14:56:29:012',2,24.169729,0.666938,-0.250888,0.271154,0.511969,0.583177,0.072419,0.104339,0.137803,0.436751,0.33876,0.099738,0.012618,0.26997,2173.829834,2,?,?,?
158,'2016/09/18 14:56:29:093',2,25.203392,0.672599,-0.249349,0.275474,0.519783,0.573579,0.071079,0.111121,0.134912,0.443353,0.337013,0.085932,0.013071,0.292788,2187.196777,2,?,?,?
159,'2016/09/18 14:56:29:175',2,25.760643,0.671968,-0.251365,0.287725,0.521265,0.560759,0.068442,0.113778,0.133297,0.440276,0.337276,0.069989,0.013444,0.308859,2197.423096,2,?,?,?
160,'2016/09/18 14:56:29:256',2,26.907356,0.665034,-0.256353,0.29627,0.517652,0.551335,0.072717,0.115578,0.140913,0.449937,0.340454,0.059913,0.012987,0.314662,2205.766113,2,?,?,?
161,'2016/09/18 14:56:29:337',2,27.338528,0.642693,-0.274464,0.283109,0.511479,0.543347,0.081641,0.114782,0.145648,0.444126,0.332922,0.054353,0.008352,0.31878,2209.413086,2,?,?,?
162,'2016/09/18 14:56:29:418',2,28.464054,0.635648,-0.288244,0.280427,0.512817,0.549751,0.095226,0.120674,0.149196,0.449238,0.330065,0.053355,0.012007,0.320733,2213.99292,2,?,?,?
163,'2016/09/18 14:56:29:488',2,29.505219,0.629943,-0.298114,0.295453,0.526192,0.551063,0.10696,0.133205,0.156124,0.465679,0.335259,0.050707,0.01513,0.32347,2214.769287,2,?,?,?
164,'2016/09/18 14:56:29:570',2,29.861591,0.594948,-0.325217,0.285587,0.519282,0.543057,0.106449,0.12957,0.143731,0.457591,0.324153,0.061692,0.016574,0.325065,2213.409668,2,?,?,?
165,'2016/09/18 14:56:29:651',2,30.50421,0.595269,-0.334667,0.279155,0.522315,0.546087,0.119151,0.151382,0.148868,0.44879,0.316025,0.05982,0.012042,0.322321,2213.557617,2,?,?,?
166,'2016/09/18 14:56:29:732',2,30.458813,0.595978,-0.355678,0.274459,0.514041,0.531718,0.12171,0.144462,0.149505,0.44796,0.312851,0.065776,0.022797,0.327427,2213.711426,2,?,?,?
167,'2016/09/18 14:56:29:813',2,31.827291,0.600493,-0.358777,0.265317,0.520106,0.543953,0.137218,0.147893,0.16062,0.453347,0.305037,0.066403,0.021583,0.324096,2212.451172,2,?,?,?
168,'2016/09/18 14:56:29:895',2,32.589821,0.599271,-0.371839,0.255808,0.51962,0.543552,0.134723,0.140232,0.171203,0.45085,0.303185,0.065054,0.031021,0.316898,2214.605957,2,?,?,?
169,'2016/09/18 14:56:29:976',2,33.363838,0.634679,-0.346486,0.260432,0.536354,0.554757,0.143622,0.141979,0.185186,0.470499,0.307956,0.06911,0.034418,0.317131,2214.942871,2,?,?,?
170,'2016/09/18 14:56:30:057',2,33.210938,0.65972,-0.346257,0.261882,0.539729,0.561761,0.144095,0.134681,0.190268,0.465736,0.303546,0.075029,0.039102,0.31885,2215.09668,2,?,?,?
171,'2016/09/18 14:56:30:138',2,33.845345,0.674948,-0.352299,0.265142,0.545668,0.56963,0.149996,0.137092,0.199126,0.477723,0.304608,0.070863,0.040366,0.317039,2217.009521,2,?,?,?
172,'2016/09/18 14:56:30:207',2,34.477043,0.684689,-0.366387,0.261714,0.540482,0.556064,0.138521,0.123728,0.202077,0.483663,0.309034,0.068399,0.038459,0.320596,2216.490479,2,?,?,?
173,'2016/09/18 14:56:30:289',2,34.356232,0.701255,-0.35448,0.262727,0.539387,0.558667,0.132223,0.116168,0.198353,0.479493,0.308935,0.072214,0.043346,0.331016,2217.338135,2,?,?,?
174,'2016/09/18 14:56:30:370',2,34.674797,0.730483,-0.348826,0.257537,0.528913,0.555103,0.135379,0.117419,0.201459,0.488297,0.313736,0.067657,0.046392,0.339938,2218.614746,2,?,?,?
175,'2016/09/18 14:56:30:452',2,34.812202,0.731176,-0.355575,0.256386,0.525716,0.543393,0.118371,0.105008,0.192938,0.493412,0.319869,0.063885,0.04093,0.341793,2217.910156,2,?,?,?
176,'2016/09/18 14:56:30:533',2,35.069454,0.751203,-0.341715,0.257766,0.540215,0.553155,0.118745,0.106058,0.194801,0.496212,0.322839,0.058797,0.036367,0.33909,2216.865967,2,?,?,?
177,'2016/09/18 14:56:30:614',2,33.961716,0.748921,-0.351418,0.242144,0.518747,0.530596,0.098979,0.087024,0.181963,0.489035,0.327273,0.058828,0.039121,0.33903,2218.083252,2,?,?,?
178,'2016/09/18 14:56:30:696',2,33.384346,0.76639,-0.346356,0.234071,0.512906,0.527799,0.090264,0.081522,0.178762,0.491021,0.329904,0.055728,0.032121,0.341233,2217.180908,2,?,?,?
179,'2016/09/18 14:56:30:777',2,33.364792,0.773376,-0.34647,0.231048,0.513386,0.530069,0.086953,0.075876,0.178136,0.48553,0.330143,0.053422,0.032416,0.340259,2217.431396,2,?,?,?
180,'2016/09/18 14:56:30:858',2,33.043724,0.77829,-0.344414,0.229709,0.519438,0.528805,0.085046,0.073219,0.175626,0.48107,0.32673,0.048055,0.02563,0.335541,2218.245117,2,?,?,?
181,'2016/09/18 14:56:30:939',2,32.530472,0.789503,-0.335274,0.227983,0.51567,0.52078,0.074706,0.062785,0.164428,0.471735,0.3287,0.052052,0.025036,0.333042,2217.258789,2,?,?,?
182,'2016/09/18 14:56:31:009',2,31.33646,0.805571,-0.31181,0.241525,0.522008,0.526606,0.078642,0.065455,0.164366,0.470943,0.331232,0.051538,0.020978,0.325662,2217.689453,2,?,?,?
183,'2016/09/18 14:56:31:090',2,31.009066,0.805924,-0.319166,0.222379,0.507764,0.516588,0.070383,0.056634,0.158625,0.468996,0.330306,0.044691,0.011392,0.318714,2217.29541,2,?,?,?
184,'2016/09/18 14:56:31:171',2,30.189762,0.811852,-0.308828,0.230504,0.513927,0.524086,0.066104,0.049485,0.153423,0.463353,0.327291,0.041697,0.006667,0.306359,2217.416504,2,?,?,?
185,'2016/09/18 14:56:31:253',2,29.645245,0.828751,-0.289861,0.234067,0.515785,0.532512,0.0708,0.040202,0.156357,0.464703,0.327009,0.046425,0.01559,0.308082,2219.562744,2,?,?,?
186,'2016/09/18 14:56:31:334',2,29.489927,0.835494,-0.278484,0.233236,0.512663,0.534078,0.076456,0.043316,0.15965,0.464844,0.325418,0.043741,0.012971,0.304364,2220.746582,2,?,?,?
187,'2016/09/18 14:56:31:415',2,29.690866,0.837398,-0.278693,0.23347,0.519282,0.544195,0.077251,0.043694,0.164525,0.462882,0.321028,0.04122,0.012176,0.302647,2220.922363,2,?,?,?
188,'2016/09/18 14:56:31:497',2,28.975803,0.850348,-0.26234,0.239752,0.524677,0.54976,0.080742,0.042965,0.166938,0.463521,0.318843,0.045258,0.015001,0.302477,2221.163574,2,?,?,?
189,'2016/09/18 14:56:31:578',2,28.152248,0.836139,-0.269687,0.237023,0.518562,0.547274,0.080196,0.044511,0.158407,0.45663,0.315994,0.044239,0.012253,0.303258,2220.0271,2,?,?,?
190,'2016/09/18 14:56:31:659',2,28.078812,0.832607,-0.268878,0.230058,0.506422,0.549846,0.077079,0.034759,0.151513,0.45707,0.321119,0.045206,0.013298,0.305284,2218.876953,2,?,?,?
191,'2016/09/18 14:56:31:729',2,28.657618,0.83658,-0.264889,0.22838,0.507046,0.548901,0.067463,0.028006,0.154722,0.461859,0.317958,0.039065,0.009085,0.303939,2220.062012,2,?,?,?
192,'2016/09/18 14:56:31:810',2,29.068621,0.833692,-0.270426,0.212636,0.500356,0.548,0.062366,0.026224,0.155878,0.462948,0.310818,0.034717,0.002813,0.298753,2220.250977,2,?,?,?
193,'2016/09/18 14:56:31:891',2,28.589376,0.841862,-0.258855,0.222625,0.506097,0.555719,0.074024,0.025499,0.157109,0.463374,0.311571,0.044357,0.010608,0.303983,2220.510742,2,?,?,?
194,'2016/09/18 14:56:31:973',2,28.781622,0.85189,-0.255829,0.226855,0.504643,0.560311,0.077756,0.025825,0.159509,0.466756,0.320775,0.053303,0.013227,0.312059,2219.685303,2,?,?,?
195,'2016/09/18 14:56:32:054',2,28.129583,0.848447,-0.257828,0.226501,0.5085,0.556796,0.073428,0.025695,0.160064,0.464522,0.319769,0.042573,0.001289,0.305374,2217.602539,2,?,?,?
196,'2016/09/18 14:56:32:135',2,26.752407,0.853713,-0.251671,0.227684,0.504987,0.550146,0.065732,0.016925,0.152085,0.453625,0.318182,0.047282,0.008074,0.304185,2215.657959,2,?,?,?
197,'2016/09/18 14:56:32:216',2,25.898783,0.869165,-0.242928,0.22708,0.50463,0.554782,0.074777,0.024532,0.155535,0.45286,0.318522,0.047293,0.005521,0.301737,2215.201416,2,?,?,?
198,'2016/09/18 14:56:32:298',2,24.441292,0.865795,-0.236734,0.239278,0.49661,0.538481,0.07874,0.030592,0.154973,0.444483,0.320835,0.046244,0.002826,0.302201,2212.703613,2,?,?,?
199,'2016/09/18 14:56:32:379',2,22.557987,0.878608,-0.225081,0.242366,0.486691,0.531104,0.082679,0.027396,0.156976,0.438526,0.318962,0.050121,0.008608,0.296578,2210.581055,2,?,?,?
200,'2016/09/18 14:56:34:132',2,4.832186,0.652664,0.086055,0.330945,0.311666,0.241923,0.129026,0.261445,0.204775,0.145285,0.145328,0.264859,0.184495,0.156888,2307.902588,2,?,?,?
201,'2016/09/18 14:56:34:213',2,9.596148,0.570243,0.041225,0.339888,0.339467,0.253946,0.113125,0.286047,0.227824,0.14022,0.134238,0.282123,0.191179,0.130984,2426.664307,2,?,?,?
202,'2016/09/18 14:56:34:295',2,14.372797,0.495681,-0.00372,0.345794,0.36748,0.260761,0.096116,0.305387,0.23669,0.12943,0.122168,0.304411,0.211202,0.122801,2541.77124,2,?,?,?
203,'2016/09/18 14:56:34:376',2,18.601711,0.425824,-0.040555,0.36661,0.397782,0.274527,0.085014,0.331,0.246571,0.12258,0.118124,0.323149,0.223078,0.10764,2655.84375,2,?,?,?
204,'2016/09/18 14:56:34:457',2,22.571138,0.380847,-0.067544,0.395925,0.438096,0.282958,0.060091,0.350423,0.259052,0.116231,0.114523,0.349871,0.238645,0.097164,2772.046387,2,?,?,?
205,'2016/09/18 14:56:34:538',2,26.175367,0.314933,-0.100156,0.420268,0.470902,0.284316,0.035503,0.375284,0.271906,0.108761,0.112402,0.376717,0.241107,0.07839,2892.078613,2,?,?,?
206,'2016/09/18 14:56:34:608',2,28.639875,0.287069,-0.126899,0.430255,0.499334,0.284761,0.030012,0.392386,0.294134,0.118324,0.108356,0.394684,0.246773,0.051217,3012.362305,2,?,?,?
207,'2016/09/18 14:56:34:689',2,31.269382,0.267452,-0.14134,0.446786,0.512353,0.271157,0.018175,0.405298,0.302814,0.113316,0.098703,0.411578,0.24985,0.038063,3133.467285,2,?,?,?
208,'2016/09/18 14:56:34:770',2,34.145767,0.27112,-0.145371,0.482354,0.540145,0.273039,0.004809,0.418927,0.316905,0.105211,0.095545,0.42659,0.251188,0.017621,3256.090332,2,?,?,?
209,'2016/09/18 14:56:34:852',2,37.201286,0.270271,-0.154428,0.507317,0.561548,0.283128,0.003301,0.44362,0.332836,0.107066,0.103909,0.438954,0.260067,0.01503,3375.233154,2,?,?,?
210,'2016/09/18 14:56:34:933',2,38.242622,0.278008,-0.159517,0.520109,0.574074,0.269914,-0.006624,0.459911,0.332098,0.112761,0.113549,0.446529,0.265905,0.013267,3383.024658,2,?,?,?
211,'2016/09/18 14:56:35:014',2,37.393707,0.292694,-0.156687,0.537931,0.586265,0.274865,-0.010286,0.469517,0.325168,0.105907,0.10826,0.449641,0.266679,0.015227,3383.043945,2,?,?,?
212,'2016/09/18 14:56:35:095',2,36.578159,0.3047,-0.162007,0.541581,0.583568,0.278321,-0.031447,0.477939,0.321639,0.106534,0.10706,0.451358,0.260519,0.006056,3386.383789,2,?,?,?
213,'2016/09/18 14:56:35:177',2,36.432884,0.331083,-0.166652,0.543306,0.585857,0.275674,-0.047038,0.487719,0.324195,0.102375,0.108037,0.462629,0.260932,0.001725,3391.606201,2,?,?,?
214,'2016/09/18 14:56:35:258',2,35.958122,0.321214,-0.190617,0.53074,0.571686,0.27209,-0.056594,0.494856,0.316091,0.097156,0.111451,0.464431,0.26158,0.001628,3395.568848,2,?,?,?
215,'2016/09/18 14:56:35:339',2,36.440773,0.335611,-0.193314,0.544445,0.578661,0.284196,-0.054122,0.510809,0.322361,0.109479,0.109281,0.460727,0.276482,-0.002575,3394.527588,2,?,?,?
216,'2016/09/18 14:56:35:409',2,37.624538,0.359669,-0.204391,0.55262,0.579838,0.277458,-0.061214,0.510762,0.321065,0.09431,0.102467,0.460572,0.28675,-0.005232,3395.792236,2,?,?,?
217,'2016/09/18 14:56:35:490',2,38.036579,0.383976,-0.20903,0.560712,0.585012,0.284246,-0.056707,0.517872,0.322279,0.089972,0.107312,0.46131,0.29021,-0.010173,3395.498047,2,?,?,?
218,'2016/09/18 14:56:35:572',2,37.780479,0.40449,-0.225089,0.553685,0.590465,0.284084,-0.045216,0.52342,0.330594,0.084202,0.107796,0.461991,0.290374,-0.013439,3393.299805,2,?,?,?
219,'2016/09/18 14:56:35:653',2,36.805012,0.424511,-0.247153,0.540908,0.584728,0.280333,-0.04348,0.518486,0.331103,0.07977,0.101802,0.450042,0.291598,-0.003083,3395.130859,2,?,?,?
220,'2016/09/18 14:56:35:734',2,36.566605,0.442181,-0.257776,0.534974,0.581318,0.287826,-0.035429,0.507816,0.324106,0.069967,0.099023,0.441357,0.273497,-0.002557,3396.776123,2,?,?,?
221,'2016/09/18 14:56:35:815',2,35.602016,0.469756,-0.264225,0.529617,0.579134,0.28565,-0.028944,0.503729,0.313774,0.064352,0.113831,0.453293,0.271294,-0.003956,3400.355713,2,?,?,?
222,'2016/09/18 14:56:35:896',2,35.245956,0.480035,-0.272511,0.536522,0.584178,0.276684,-0.022972,0.49526,0.313676,0.048953,0.112251,0.458528,0.268742,-0.005924,3401.555664,2,?,?,?
223,'2016/09/18 14:56:35:978',2,33.901588,0.489169,-0.266091,0.551792,0.58283,0.269397,-0.021888,0.485365,0.308119,0.044044,0.116816,0.458157,0.267182,-0.003504,3403.103027,2,?,?,?
224,'2016/09/18 14:56:36:059',2,33.477734,0.511943,-0.266877,0.559931,0.58564,0.265456,-0.016985,0.479903,0.31465,0.047399,0.116897,0.462195,0.257191,-0.012173,3403.366455,2,?,?,?
225,'2016/09/18 14:56:36:129',2,33.173828,0.532687,-0.280545,0.545793,0.579811,0.257037,-0.018428,0.469623,0.316501,0.037957,0.117138,0.470847,0.24627,-0.012463,3403.782715,2,?,?,?
226,'2016/09/18 14:56:36:210',2,32.250458,0.527871,-0.283078,0.537225,0.570106,0.255362,-0.018312,0.460485,0.311504,0.034565,0.117987,0.478383,0.237295,-0.016546,3403.523438,2,?,?,?
227,'2016/09/18 14:56:36:291',2,31.850615,0.535031,-0.282566,0.534681,0.566691,0.25109,-0.010612,0.461538,0.308309,0.030393,0.120361,0.48321,0.238649,-0.018504,3403.305176,2,?,?,?
228,'2016/09/18 14:56:36:373',2,31.484173,0.558119,-0.253958,0.549926,0.569964,0.24443,-0.019091,0.463019,0.306975,0.025498,0.107115,0.473576,0.243973,-0.013241,3402.106934,2,?,?,?
229,'2016/09/18 14:56:36:454',2,30.988937,0.603378,-0.209538,0.573632,0.590021,0.254707,-0.005151,0.467424,0.307542,0.018266,0.106667,0.486497,0.240067,-0.029496,3403.272217,2,?,?,?
230,'2016/09/18 14:56:36:535',2,30.632616,0.619583,-0.185328,0.589543,0.591858,0.248037,-0.000384,0.476228,0.31511,0.016892,0.10553,0.492389,0.243708,-0.039899,3403.286377,2,?,?,?
231,'2016/09/18 14:56:36:617',2,30.548761,0.632832,-0.174959,0.600667,0.591682,0.24568,0.004823,0.486857,0.330867,0.018403,0.099494,0.492248,0.244629,-0.036304,3402.673096,2,?,?,?
232,'2016/09/18 14:56:36:698',2,29.270773,0.655738,-0.158639,0.593738,0.589479,0.251966,0.02079,0.502065,0.335444,0.025619,0.107462,0.48266,0.23587,-0.028846,3411.948975,2,?,?,?
233,'2016/09/18 14:56:36:779',2,28.837133,0.660924,-0.155763,0.588838,0.593916,0.25335,0.02752,0.501345,0.334459,0.02065,0.09973,0.480196,0.228541,-0.030267,3413.239258,2,?,?,?
234,'2016/09/18 14:56:36:848',2,27.975897,0.670865,-0.135943,0.595772,0.598508,0.255902,0.033693,0.508673,0.335186,0.021368,0.10557,0.482906,0.223198,-0.027714,3421.51123,2,?,?,?
235,'2016/09/18 14:56:36:930',2,26.069885,0.685144,-0.101766,0.603711,0.594448,0.252594,0.038012,0.509812,0.327013,0.025055,0.118155,0.475623,0.217443,-0.02275,3426.824219,2,?,?,?
236,'2016/09/18 14:56:37:011',2,25.70056,0.700326,-0.089642,0.605181,0.60119,0.249027,0.039167,0.513096,0.332282,0.029255,0.123118,0.474615,0.217334,-0.020467,3428.400146,2,?,?,?
237,'2016/09/18 14:56:37:093',2,25.333294,0.716704,-0.072058,0.61358,0.608796,0.249288,0.039465,0.516978,0.340365,0.028709,0.120637,0.470341,0.21689,-0.0156,3431.721924,2,?,?,?
238,'2016/09/18 14:56:37:173',2,25.490694,0.709533,-0.077251,0.610276,0.602183,0.252032,0.047095,0.520419,0.346855,0.037491,0.135311,0.481426,0.21492,-0.015471,3434.747559,2,?,?,?
